#ID = 
#miRNA_ID = Name of targeted human miRNA
#miRNA_ID_LIST = Name of targeted miRNA (miRBase 12.0)
#SPOT_ID = 
ID	miRNA_ID	miRNA_ID_LIST	SPOT_ID
hsa-miRPlus-E1183			hsa-miRPlus-E1183
hsa-miRPlus-E1184			hsa-miRPlus-E1184
hsa-miRPlus-E1185			hsa-miRPlus-E1185
hsa-miRPlus-E1186			hsa-miRPlus-E1186
hsa-miRPlus-E1187			hsa-miRPlus-E1187
hsa-miRPlus-E1188			hsa-miRPlus-E1188
hsa-miRPlus-E1189			hsa-miRPlus-E1189
hsa-miRPlus-E1190			hsa-miRPlus-E1190
hsa-miRPlus-E1191			hsa-miRPlus-E1191
hsa-miRPlus-E1192			hsa-miRPlus-E1192
hsa-miRPlus-E1193			hsa-miRPlus-E1193
hsa-miRPlus-E1194			hsa-miRPlus-E1194
hsa-miRPlus-E1195			hsa-miRPlus-E1195
hsa-miRPlus-E1196			hsa-miRPlus-E1196
hsa-miRPlus-E1197			hsa-miRPlus-E1197
hsa-miRPlus-E1199			hsa-miRPlus-E1199
hsa-miRPlus-E1200			hsa-miRPlus-E1200
hsa-miRPlus-E1201			hsa-miRPlus-E1201
hsa-miRPlus-E1202			hsa-miRPlus-E1202
hsa-miRPlus-E1203			hsa-miRPlus-E1203
hsa-miRPlus-E1204			hsa-miRPlus-E1204
hsa-miRPlus-E1205			hsa-miRPlus-E1205
hsa-miRPlus-E1206			hsa-miRPlus-E1206
hsa-miRPlus-E1207			hsa-miRPlus-E1207
hsa-miRPlus-E1209			hsa-miRPlus-E1209
hsa-miRPlus-E1210			hsa-miRPlus-E1210
hsa-miRPlus-E1211			hsa-miRPlus-E1211
hsa-miRPlus-E1212			hsa-miRPlus-E1212
hsa-miRPlus-E1213			hsa-miRPlus-E1213
hsa-miRPlus-E1215			hsa-miRPlus-E1215
hsa-miRPlus-E1216			hsa-miRPlus-E1216
hsa-miRPlus-E1218			hsa-miRPlus-E1218
hsa-miRPlus-E1219			hsa-miRPlus-E1219
hsa-miRPlus-E1223			hsa-miRPlus-E1223
hsa-miRPlus-E1225			hsa-miRPlus-E1225
hsa-miRPlus-E1232			hsa-miRPlus-E1232
hsa-miRPlus-E1233			hsa-miRPlus-E1233
hsa-miRPlus-E1234			hsa-miRPlus-E1234
hsa-miRPlus-E1236			hsa-miRPlus-E1236
hsa-miRPlus-E1238			hsa-miRPlus-E1238
hsa-miRPlus-E1241			hsa-miRPlus-E1241
hsa-miRPlus-E1245			hsa-miRPlus-E1245
hsa-miRPlus-E1246			hsa-miRPlus-E1246
hsa-miRPlus-E1247			hsa-miRPlus-E1247
hsa-miRPlus-E1252			hsa-miRPlus-E1252
hsa-miRPlus-E1253			hsa-miRPlus-E1253
hsa-miRPlus-E1256			hsa-miRPlus-E1256
hsa-miRPlus-E1258			hsa-miRPlus-E1258
hsa-miRPlus-E1259			hsa-miRPlus-E1259
hsa-miRPlus-E1260			hsa-miRPlus-E1260
hsa-miRPlus-E1269			hsa-miRPlus-E1269
hsa-miRPlus-E1271			hsa-miRPlus-E1271
hsa-miRPlus-E1275			hsa-miRPlus-E1275
hsa-miRPlus-E1277			hsa-miRPlus-E1277
hsa-miRPlus-E1285			hsa-miRPlus-E1285
hsa-miRPlus-E1287			hsa-miRPlus-E1287
hsa-miRPlus-E1290			hsa-miRPlus-E1290
hsa-miRPlus-F1001			hsa-miRPlus-F1001
hsa-miRPlus-F1003			hsa-miRPlus-F1003
hsa-miRPlus-F1004			hsa-miRPlus-F1004
hsa-miRPlus-F1006			hsa-miRPlus-F1006
hsa-miRPlus-F1007			hsa-miRPlus-F1007
hsa-miRPlus-F1008			hsa-miRPlus-F1008
hsa-miRPlus-F1009			hsa-miRPlus-F1009
hsa-miRPlus-F1010			hsa-miRPlus-F1010
hsa-miRPlus-F1011			hsa-miRPlus-F1011
hsa-miRPlus-F1012			hsa-miRPlus-F1012
hsa-miRPlus-F1013			hsa-miRPlus-F1013
hsa-miRPlus-F1014			hsa-miRPlus-F1014
hsa-miRPlus-F1015			hsa-miRPlus-F1015
hsa-miRPlus-F1016			hsa-miRPlus-F1016
hsa-miRPlus-F1017			hsa-miRPlus-F1017
hsa-miRPlus-F1018			hsa-miRPlus-F1018
hsa-miRPlus-F1019			hsa-miRPlus-F1019
hsa-miRPlus-F1021			hsa-miRPlus-F1021
hsa-miRPlus-F1022			hsa-miRPlus-F1022
hsa-miRPlus-F1023			hsa-miRPlus-F1023
hsa-miRPlus-F1024			hsa-miRPlus-F1024
hsa-miRPlus-F1025			hsa-miRPlus-F1025
hsa-miRPlus-F1026			hsa-miRPlus-F1026
hsa-miRPlus-F1027			hsa-miRPlus-F1027
hsa-miRPlus-F1028			hsa-miRPlus-F1028
hsa-miRPlus-F1029			hsa-miRPlus-F1029
hsa-miRPlus-F1030			hsa-miRPlus-F1030
hsa-miRPlus-F1031			hsa-miRPlus-F1031
hsa-miRPlus-F1032			hsa-miRPlus-F1032
hsa-miRPlus-F1033			hsa-miRPlus-F1033
hsa-miRPlus-F1034			hsa-miRPlus-F1034
hsa-miRPlus-F1035			hsa-miRPlus-F1035
hsa-miRPlus-F1036			hsa-miRPlus-F1036
hsa-miRPlus-F1037			hsa-miRPlus-F1037
hsa-miRPlus-F1038			hsa-miRPlus-F1038
hsa-miRPlus-F1039			hsa-miRPlus-F1039
hsa-miRPlus-F1040			hsa-miRPlus-F1040
hsa-miRPlus-F1041			hsa-miRPlus-F1041
hsa-miRPlus-F1042			hsa-miRPlus-F1042
hsa-miRPlus-F1043			hsa-miRPlus-F1043
hsa-miRPlus-F1044			hsa-miRPlus-F1044
hsa-miRPlus-F1046			hsa-miRPlus-F1046
hsa-miRPlus-F1047			hsa-miRPlus-F1047
hsa-miRPlus-F1048			hsa-miRPlus-F1048
hsa-miRPlus-F1049			hsa-miRPlus-F1049
hsa-miRPlus-F1050			hsa-miRPlus-F1050
hsa-miRPlus-F1051			hsa-miRPlus-F1051
hsa-miRPlus-F1052			hsa-miRPlus-F1052
hsa-miRPlus-F1053			hsa-miRPlus-F1053
hsa-miRPlus-F1055			hsa-miRPlus-F1055
hsa-miRPlus-F1056			hsa-miRPlus-F1056
hsa-miRPlus-F1057			hsa-miRPlus-F1057
hsa-miRPlus-F1058			hsa-miRPlus-F1058
hsa-miRPlus-F1059			hsa-miRPlus-F1059
hsa-miRPlus-F1060			hsa-miRPlus-F1060
hsa-miRPlus-F1061			hsa-miRPlus-F1061
hsa-miRPlus-F1062			hsa-miRPlus-F1062
hsa-miRPlus-F1063			hsa-miRPlus-F1063
hsa-miRPlus-F1064			hsa-miRPlus-F1064
hsa-miRPlus-F1065			hsa-miRPlus-F1065
hsa-miRPlus-F1066			hsa-miRPlus-F1066
hsa-miRPlus-F1067			hsa-miRPlus-F1067
hsa-miRPlus-F1070			hsa-miRPlus-F1070
hsa-miRPlus-F1071			hsa-miRPlus-F1071
hsa-miRPlus-F1072			hsa-miRPlus-F1072
hsa-miRPlus-F1074			hsa-miRPlus-F1074
hsa-miRPlus-F1075			hsa-miRPlus-F1075
hsa-miRPlus-F1077			hsa-miRPlus-F1077
hsa-miRPlus-F1078			hsa-miRPlus-F1078
hsa-miRPlus-F1079			hsa-miRPlus-F1079
hsa-miRPlus-F1080			hsa-miRPlus-F1080
hsa-miRPlus-F1081			hsa-miRPlus-F1081
hsa-miRPlus-F1082			hsa-miRPlus-F1082
hsa-miRPlus-F1084			hsa-miRPlus-F1084
hsa-miRPlus-F1085			hsa-miRPlus-F1085
hsa-miRPlus-F1086			hsa-miRPlus-F1086
hsa-miRPlus-F1087			hsa-miRPlus-F1087
hsa-miRPlus-F1088			hsa-miRPlus-F1088
hsa-miRPlus-F1089			hsa-miRPlus-F1089
hsa-miRPlus-F1090			hsa-miRPlus-F1090
hsa-miRPlus-F1091			hsa-miRPlus-F1091
hsa-miRPlus-F1092			hsa-miRPlus-F1092
hsa-miRPlus-F1093			hsa-miRPlus-F1093
hsa-miRPlus-F1094			hsa-miRPlus-F1094
hsa-miRPlus-F1095			hsa-miRPlus-F1095
hsa-miRPlus-F1096			hsa-miRPlus-F1096
hsa-miRPlus-F1097			hsa-miRPlus-F1097
hsa-miRPlus-F1099			hsa-miRPlus-F1099
hsa-miRPlus-F1104			hsa-miRPlus-F1104
hsa-miRPlus-F1105			hsa-miRPlus-F1105
hsa-miRPlus-F1106			hsa-miRPlus-F1106
hsa-miRPlus-F1107			hsa-miRPlus-F1107
hsa-miRPlus-F1108			hsa-miRPlus-F1108
hsa-miRPlus-F1116			hsa-miRPlus-F1116
hsa-miRPlus-F1118			hsa-miRPlus-F1118
hsa-miRPlus-F1119			hsa-miRPlus-F1119
hsa-miRPlus-F1126			hsa-miRPlus-F1126
hsa-miRPlus-F1127			hsa-miRPlus-F1127
hsa-miRPlus-F1128			hsa-miRPlus-F1128
hsa-miRPlus-F1129			hsa-miRPlus-F1129
hsa-miRPlus-F1130			hsa-miRPlus-F1130
hsa-miRPlus-F1136			hsa-miRPlus-F1136
hsa-miRPlus-F1137			hsa-miRPlus-F1137
hsa-miRPlus-F1138			hsa-miRPlus-F1138
hsa-miRPlus-F1139			hsa-miRPlus-F1139
hsa-miRPlus-F1140			hsa-miRPlus-F1140
hsa-miRPlus-F1141			hsa-miRPlus-F1141
hsa-miRPlus-F1142			hsa-miRPlus-F1142
hsa-miRPlus-F1143			hsa-miRPlus-F1143
hsa-miRPlus-F1145			hsa-miRPlus-F1145
hsa-miRPlus-F1146			hsa-miRPlus-F1146
hsa-miRPlus-F1147			hsa-miRPlus-F1147
hsa-miRPlus-F1148			hsa-miRPlus-F1148
hsa-miRPlus-F1149			hsa-miRPlus-F1149
hsa-miRPlus-F1153			hsa-miRPlus-F1153
hsa-miRPlus-F1154			hsa-miRPlus-F1154
hsa-miRPlus-F1155			hsa-miRPlus-F1155
hsa-miRPlus-F1157			hsa-miRPlus-F1157
hsa-miRPlus-F1158			hsa-miRPlus-F1158
hsa-miRPlus-F1159			hsa-miRPlus-F1159
hsa-miRPlus-F1160			hsa-miRPlus-F1160
hsa-miRPlus-F1162			hsa-miRPlus-F1162
hsa-miRPlus-F1163			hsa-miRPlus-F1163
hsa-miRPlus-F1164			hsa-miRPlus-F1164
hsa-miRPlus-F1166			hsa-miRPlus-F1166
hsa-miRPlus-F1170			hsa-miRPlus-F1170
hsa-miRPlus-F1179			hsa-miRPlus-F1179
hsa-miRPlus-F1180			hsa-miRPlus-F1180
hsa-miRPlus-F1181			hsa-miRPlus-F1181
hsa-miRPlus-F1185			hsa-miRPlus-F1185
hsa-miRPlus-F1186			hsa-miRPlus-F1186
hsa-miRPlus-F1187			hsa-miRPlus-F1187
hsa-miRPlus-F1190			hsa-miRPlus-F1190
hsa-miRPlus-F1191			hsa-miRPlus-F1191
hsa-miRPlus-F1193			hsa-miRPlus-F1193
hsa-miRPlus-F1194			hsa-miRPlus-F1194
hsa-miRPlus-F1195			hsa-miRPlus-F1195
hsa-miRPlus-F1196			hsa-miRPlus-F1196
hsa-miRPlus-F1197			hsa-miRPlus-F1197
hsa-miRPlus-F1199			hsa-miRPlus-F1199
hsa-miRPlus-F1200			hsa-miRPlus-F1200
hsa-miRPlus-F1201			hsa-miRPlus-F1201
hsa-miRPlus-F1202			hsa-miRPlus-F1202
hsa-miRPlus-F1203			hsa-miRPlus-F1203
hsa-miRPlus-F1204			hsa-miRPlus-F1204
hsa-miRPlus-F1205			hsa-miRPlus-F1205
hsa-miRPlus-F1206			hsa-miRPlus-F1206
hsa-miRPlus-F1207			hsa-miRPlus-F1207
hsa-miRPlus-F1209			hsa-miRPlus-F1209
hsa-miRPlus-F1210			hsa-miRPlus-F1210
hsa-miRPlus-F1211			hsa-miRPlus-F1211
hsa-miRPlus-F1212			hsa-miRPlus-F1212
hsa-miRPlus-F1213			hsa-miRPlus-F1213
hsa-miRPlus-F1214			hsa-miRPlus-F1214
hsa-miRPlus-F1215			hsa-miRPlus-F1215
hsa-miRPlus-F1216			hsa-miRPlus-F1216
hsa-miRPlus-F1217			hsa-miRPlus-F1217
hsa-miRPlus-F1218			hsa-miRPlus-F1218
hsa-miRPlus-F1220			hsa-miRPlus-F1220
hsa-miRPlus-F1221			hsa-miRPlus-F1221
hsa-miRPlus-F1222			hsa-miRPlus-F1222
hsa-miRPlus-F1223			hsa-miRPlus-F1223
hsa-miRPlus-F1224			hsa-miRPlus-F1224
hsa-miRPlus-F1225			hsa-miRPlus-F1225
hsa-miRPlus-F1226			hsa-miRPlus-F1226
hsa-miRPlus-F1227			hsa-miRPlus-F1227
hsa-miRPlus-F1228			hsa-miRPlus-F1228
hsa-miRPlus-F1229			hsa-miRPlus-F1229
hsa-miRPlus-F1230			hsa-miRPlus-F1230
hsa-miRPlus-F1231			hsa-miRPlus-F1231
hsa-miRPlus-F1232			hsa-miRPlus-F1232
hsa-miRPlus-F1234			hsa-miRPlus-F1234
hsa-miRPlus-F1235			hsa-miRPlus-F1235
hsa-miRPlus-F1236			hsa-miRPlus-F1236
hsa-miRPlus-F1237			hsa-miRPlus-F1237
hsa-miRPlus-F1239			hsa-miRPlus-F1239
hsa-miRPlus-F1240			hsa-miRPlus-F1240
hsa-miRPlus-F1241			hsa-miRPlus-F1241
hsa-miRPlus-F1242			hsa-miRPlus-F1242
hsa-miRPlus-F1243			hsa-miRPlus-F1243
hsa-miRPlus-F1246			hsa-miRPlus-F1246
hsa-miRPlus-F1248			hsa-miRPlus-F1248
hsa-miRPlus-F1252			hsa-miRPlus-F1252
hsa-miRPlus-F1253			hsa-miRPlus-F1253
Hy3			Hy3
SNORD38B-3			SNORD38B-3
SNORD38B-5			SNORD38B-5
SNORD44-3			SNORD44-3
SNORD44-5			SNORD44-5
SNORD48-3			SNORD48-3
SNORD48-5			SNORD48-5
SNORD49A-3			SNORD49A-3
SNORD49A-5			SNORD49A-5
SNORD66-3			SNORD66-3
SNORD66-5			SNORD66-5
spike_control_a			spike_control_a
spike_control_b			spike_control_b
spike_control_c			spike_control_c
spike_control_d			spike_control_d
spike_control_e			spike_control_e
spike_control_f			spike_control_f
spike_control_g			spike_control_g
spike_control_h			spike_control_h
spike_control_i			spike_control_i
spike_control_j			spike_control_j
U6B-3			U6B-3
U6B-5			U6B-5
U6-snRNA-1			U6-snRNA-1
U6-snRNA-2			U6-snRNA-2



              
